id,name,url,category,link_type,submit_method,status,result_url,timestamp,notes
35,happyhealthymama.com,https://happyhealthymama.com/air-fryer-apples-healthy.html,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:02.225388,重定向到: https://happyhealthymama.com/air-fryer-apples-healthy.html/comment-page-3#comment-497527
36,bakerella.com,https://www.bakerella.com/sweets-for-the-season/,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:17:06.592689,HTTP 500
37,holdtoreset.com,https://holdtoreset.com/where-is-the-shipwreck-today-in-gta-online/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:10.637631,重定向到: https://holdtoreset.com/where-is-the-shipwreck-today-in-gta-online/#comment-203964
39,syncedreview.com,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:14.963482,重定向到: https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation/comment-page-1/#comment-496473
40,madrimasd.org,https://www.madrimasd.org/blogs/astrofisica/2022/05/20/134942,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:20.102750,重定向到: https://www.madrimasd.org/blogs/astrofisica/2022/05/20/134942/comment-page-1#comment-359842
41,yourcupofcake.com,https://www.yourcupofcake.com/easy-to-make-snowman-cupcakes/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:24.199048,重定向到: https://www.yourcupofcake.com/easy-to-make-snowman-cupcakes/#comment-607844
42,diythrill.com,https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:27.554690,重定向到: https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe/#comment-177436
43,scandasia.com,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects/,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:17:32.363488,找不到评论表单
44,wonderfulmalaysia.com,https://www.wonderfulmalaysia.com/tips/sport-activities-on-a-vacation-in-malaysia.htm,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:17:43.277098,"连接失败: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))"
45,chayagrossberg.com,https://chayagrossberg.com/diagnosis-versus-you/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:18:00.098803,重定向到: https://chayagrossberg.com/diagnosis-versus-you/#comment-224487
3,godchild.keenspot.com,http://godchild.keenspot.com/comic/evolution-of-maggie/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:16.601254,重定向到: http://godchild.keenspot.com/comic/evolution-of-maggie/#comment-1307875
4,blogs.zeiss.com,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:23.189295,重定向到: https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter/#comment-67203
5,digitalwellbeing.org,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:28.205260,重定向到: https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support/#comment-836929
6,pv-magazine.com,https://www.pv-magazine.com/2022/01/15/the-weekend-read/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:34.150008,重定向到: https://www.pv-magazine.com/2022/01/15/the-weekend-read/#comment-537796
7,sites.williams.edu,https://sites.williams.edu/srd4/why-we-sing/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:16:38.424102,HTTP 500
8,global21.oceansconference.org,https://global21.oceansconference.org/2019/04/01/join-5000-ocean-technology-experts-at-ocean-business/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:16:42.361239,找不到评论表单
9,blogs.urz.uni-halle.de,https://blogs.urz.uni-halle.de/startklar/quellen-und-verweise/comment-page-3/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:47.224258,重定向到: https://blogs.urz.uni-halle.de/startklar/quellen-und-verweise/comment-page-17/#comment-3099
10,notsowimpyteacher.com,https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:52.756791,重定向到: https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html#comment-130753
11,reneeroaming.com,https://www.reneeroaming.com/new-england-fall-road-trip,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:16:56.068382,HTTP 429
12,happyhourprojects.com,https://happyhourprojects.com/snake-bracelet/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:16:59.810575,HTTP 403
13,chayagrossberg.com,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:17:12.197433,重定向到: https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent/#comment-224486
14,fitlivingeats.com,https://www.fitlivingeats.com/qa-founders-motion-matcha-one-go-energy-boosters/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:17:14.801901,找不到评论表单
15,everythingetsy.com,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:17:18.232343,重定向到: https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star/?unapproved=1359640&moderation-hash=542c4e6433c04353f579db812f47b60a#comment-1359640
16,blog.myesr.org,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-14/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:17:23.335445,重定向到: https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-14/#comment-1568418
17,blogs.deusto.es,https://blogs.deusto.es/innovandis/exprime-las-naranjas/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:17:28.917282,重定向到: https://blogs.deusto.es/innovandis/exprime-las-naranjas/#comment-182954
18,papertraildesign.com,https://www.papertraildesign.com/football-water-bottle-labels-free-printable/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:17:33.007205,重定向到: https://www.papertraildesign.com/football-water-bottle-labels-free-printable/#comment-118116
19,pixel77.com,https://pixel77.com/fonts-for-posters/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:18:07.581476,请求超时 (30s)
21,blog.bmtmicro.com,https://blog.bmtmicro.com/4449-2/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:18:27.881203,重定向到: https://blog.bmtmicro.com/4449-2/#comment-221599
64,fitlivingeats.com,https://www.fitlivingeats.com/how-to-make-juice-without-a-juicer-3-green-juice-recipes/,blog_comment,dofollow,auto_comment,failed,,2026-03-08T21:16:21.970547,找不到评论表单
65,mummyfever.co.uk,https://mummyfever.co.uk/the-best-youtube-home-workouts/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:25.708331,重定向到: https://mummyfever.co.uk/the-best-youtube-home-workouts/?WPACUnapproved=0&WPACUrl=https%3A%2F%2Fmummyfever.co.uk%2Fthe-best-youtube-home-workouts%2F%23comment-485859#comment-485859
66,godchild.keenspot.com,http://godchild.keenspot.com/comic/chapter-3-page-05/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:31.325762,重定向到: http://godchild.keenspot.com/comic/chapter-3-page-05/#comment-1307877
67,repeatcrafterme.com,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:35.454842,重定向到: https://www.repeatcrafterme.com/2019/05/crochet-avocado.html#comment-9929877
69,fashionablefoods.com,https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie/,blog_comment,dofollow,auto_comment,pending_moderation,,2026-03-08T21:16:40.553795,重定向到: https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie/#comment-166665
76,sixwordstories.net,http://www.sixwordstories.net/2009/07/submit-a-story/comment-page-188/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:16:45.495619,重定向到: http://www.sixwordstories.net/2009/07/submit-a-story/comment-page-189/#comment-749965
78,moonsoap.com,https://www.moonsoap.com/hpgen/HPB/entries/8.html,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:16:57.155996,找不到评论表单
79,yourcupofcake.com,https://www.yourcupofcake.com/cinnamon-toast-crunch-cupcakes/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:02.881185,重定向到: https://www.yourcupofcake.com/cinnamon-toast-crunch-cupcakes/#comment-607843
80,fashionablefoods.com,https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:07.302382,重定向到: https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta/#comment-166666
81,craftberrybush.com,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:11.203698,重定向到: https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html#comment-923200
83,yourcupofcake.com,https://www.yourcupofcake.com/almond-banana-bread/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:17:59.337663,重定向到: https://www.yourcupofcake.com/almond-banana-bread/#comment-607846
85,wonderfulmalaysia.com,https://www.wonderfulmalaysia.com/tips/heading-to-malaysia-the-superstitions-you-ought-to-know.htm,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:18:20.139056,重定向到: https://www.wonderfulmalaysia.com/tips/heading-to-malaysia-the-superstitions-you-ought-to-know.htm#comment-234747
88,bevcooks.com,https://bevcooks.com/2024/08/homemade-ricotta/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:18:35.335560,重定向到: https://bevcooks.com/2024/08/homemade-ricotta/#comment-1802150
89,repeatcrafterme.com,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:18:44.194850,重定向到: https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html#comment-9929881
90,bakersroyale.com,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup/,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:18:57.197378,HTTP 403
91,sydnestyle.com,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:19:09.815571,重定向到: https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories/comment-page-1/#comment-621368
92,mangoandsalt.com,https://www.mangoandsalt.com/2023/05/04/galgos-podencos-tout-savoir-adoption-levriers-despagne/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:19:21.663672,重定向到: https://www.mangoandsalt.com/2023/05/04/galgos-podencos-tout-savoir-adoption-levriers-despagne/comment-page-2/#comment-542183
95,mummyfever.co.uk,https://mummyfever.co.uk/family-skiing-in-bulgaria/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:19:31.438215,重定向到: https://mummyfever.co.uk/family-skiing-in-bulgaria/?WPACUnapproved=0&WPACUrl=https%3A%2F%2Fmummyfever.co.uk%2Ffamily-skiing-in-bulgaria%2F%23comment-485860#comment-485860
98,certifiedpastryaficionado.com,https://www.certifiedpastryaficionado.com/churro-waffles/,blog_comment,nofollow,auto_comment,failed,,2026-03-08T21:19:39.457233,HTTP 403
99,fashionablefoods.com,https://fashionablefoods.com/2014/11/10/2014119turkey-roulade/,blog_comment,nofollow,auto_comment,pending_moderation,,2026-03-08T21:19:45.580591,重定向到: https://fashionablefoods.com/2014/11/10/2014119turkey-roulade/#comment-166667
